['', 'Watching', 'system', 'buttons', 'on'],
['Watching', 'system', 'buttons', 'on', ''],
['system', 'buttons', 'on', '', ''],
['buttons', 'on', '', '', ''],
['on', '', '', '', ''],
['', '', '', '', ''],
['', '', '', '', ''],pam_unix(gdm-launch-environment:session):
['', '', '', '', 'pam_unix(gdm-launch-environment:session):'],session
['', '', '', 'pam_unix(gdm-launch-environment:session):', 'session'],opened
['', '', 'pam_unix(gdm-launch-environment:session):', 'session', 'opened'],for
['', 'pam_unix(gdm-launch-environment:session):', 'session', 'opened', 'for'],user
['pam_unix(gdm-launch-environment:session):', 'session', 'opened', 'for', 'user'],gdm
['session', 'opened', 'for', 'user', 'gdm'],by
['opened', 'for', 'user', 'gdm', 'by'],(uid=0)
['for', 'user', 'gdm', 'by', '(uid=0)'],pam_unix(systemd-user:session):
['user', 'gdm', 'by', '(uid=0)', 'pam_unix(systemd-user:session):'],session
['gdm', 'by', '(uid=0)', 'pam_unix(systemd-user:session):', 'session'],opened
['by', '(uid=0)', 'pam_unix(systemd-user:session):', 'session', 'opened'],for
['(uid=0)', 'pam_unix(systemd-user:session):', 'session', 'opened', 'for'],user
['pam_unix(systemd-user:session):', 'session', 'opened', 'for', 'user'],
['session', 'opened', 'for', 'user', ''],by
['opened', 'for', 'user', '', 'by'],(uid=0)
['for', 'user', '', 'by', '(uid=0)'],New
['user', '', 'by', '(uid=0)', 'New'],session
['', 'by', '(uid=0)', 'New', 'session'],
['by', '(uid=0)', 'New', 'session', ''],of
['(uid=0)', 'New', 'session', '', 'of'],user
['New', 'session', '', 'of', 'user'],
['session', '', 'of', 'user', ''],Registered
['', 'of', 'user', '', 'Registered'],Authentication
['of', 'user', '', 'Registered', 'Authentication'],Agent
['user', '', 'Registered', 'Authentication', 'Agent'],for
['', 'Registered', 'Authentication', 'Agent', 'for'],
['Registered', 'Authentication', 'Agent', 'for', ''],(system
['Authentication', 'Agent', 'for', '', '(system'],bus
['Agent', 'for', '', '(system', 'bus'],name
['for', '', '(system', 'bus', 'name'],
['', '(system', 'bus', 'name', ''],[/usr/bin/gnome-shell],
['(system', 'bus', 'name', '', '[/usr/bin/gnome-shell],'],object
['bus', 'name', '', '[/usr/bin/gnome-shell],', 'object'],path
['name', '', '[/usr/bin/gnome-shell],', 'object', 'path'],/org/freedesktop/PolicyKit1/AuthenticationAgent,
['', '[/usr/bin/gnome-shell],', 'object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,'],locale
['[/usr/bin/gnome-shell],', 'object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale'],en_GB.UTF-8)
['object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)'],pam_unix(gdm-password:session):
['path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', 'pam_unix(gdm-password:session):'],session
['/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', 'pam_unix(gdm-password:session):', 'session'],opened
['locale', 'en_GB.UTF-8)', 'pam_unix(gdm-password:session):', 'session', 'opened'],for
['en_GB.UTF-8)', 'pam_unix(gdm-password:session):', 'session', 'opened', 'for'],user
['pam_unix(gdm-password:session):', 'session', 'opened', 'for', 'user'],intern
['session', 'opened', 'for', 'user', 'intern'],by
['opened', 'for', 'user', 'intern', 'by'],(uid=0)
['for', 'user', 'intern', 'by', '(uid=0)'],New
['user', 'intern', 'by', '(uid=0)', 'New'],session
['intern', 'by', '(uid=0)', 'New', 'session'],
['by', '(uid=0)', 'New', 'session', ''],of
['(uid=0)', 'New', 'session', '', 'of'],user
['New', 'session', '', 'of', 'user'],
['session', '', 'of', 'user', ''],pam_unix(systemd-user:session):
['', 'of', 'user', '', 'pam_unix(systemd-user:session):'],session
['of', 'user', '', 'pam_unix(systemd-user:session):', 'session'],opened
['user', '', 'pam_unix(systemd-user:session):', 'session', 'opened'],for
['', 'pam_unix(systemd-user:session):', 'session', 'opened', 'for'],user
['pam_unix(systemd-user:session):', 'session', 'opened', 'for', 'user'],
['session', 'opened', 'for', 'user', ''],by
['opened', 'for', 'user', '', 'by'],(uid=0)
['for', 'user', '', 'by', '(uid=0)'],[system]
['user', '', 'by', '(uid=0)', '[system]'],Failed
['', 'by', '(uid=0)', '[system]', 'Failed'],to
['by', '(uid=0)', '[system]', 'Failed', 'to'],activate
['(uid=0)', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],Registered
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'Registered'],Authentication
['timed', 'out', '(service_start_timeout=25000ms)', 'Registered', 'Authentication'],Agent
['out', '(service_start_timeout=25000ms)', 'Registered', 'Authentication', 'Agent'],for
['(service_start_timeout=25000ms)', 'Registered', 'Authentication', 'Agent', 'for'],
['Registered', 'Authentication', 'Agent', 'for', ''],(system
['Authentication', 'Agent', 'for', '', '(system'],bus
['Agent', 'for', '', '(system', 'bus'],name
['for', '', '(system', 'bus', 'name'],
['', '(system', 'bus', 'name', ''],[/usr/bin/gnome-shell],
['(system', 'bus', 'name', '', '[/usr/bin/gnome-shell],'],object
['bus', 'name', '', '[/usr/bin/gnome-shell],', 'object'],path
['name', '', '[/usr/bin/gnome-shell],', 'object', 'path'],/org/freedesktop/PolicyKit1/AuthenticationAgent,
['', '[/usr/bin/gnome-shell],', 'object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,'],locale
['[/usr/bin/gnome-shell],', 'object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale'],en_GB.UTF-8)
['object', 'path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)'],[system]
['path', '/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]'],Failed
['/org/freedesktop/PolicyKit1/AuthenticationAgent,', 'locale', 'en_GB.UTF-8)', '[system]', 'Failed'],to
['locale', 'en_GB.UTF-8)', '[system]', 'Failed', 'to'],activate
['en_GB.UTF-8)', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],pam_unix(polkit-1:session):
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):'],session
['timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session'],opened
['out', '(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened'],for
['(service_start_timeout=25000ms)', 'pam_unix(polkit-1:session):', 'session', 'opened', 'for'],user
['pam_unix(polkit-1:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=1000)
['for', 'user', 'root', 'by', '(uid=1000)'],intern:
['user', 'root', 'by', '(uid=1000)', 'intern:'],xecuting
['root', 'by', '(uid=1000)', 'intern:', 'xecuting'],command
['by', '(uid=1000)', 'intern:', 'xecuting', 'command'],[USR=root]
['(uid=1000)', 'intern:', 'xecuting', 'command', '[USR=root]'],[TTY=unknown]
['intern:', 'xecuting', 'command', '[USR=root]', '[TTY=unknown]'],[CWD=/home/intern]
['xecuting', 'command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]'],[COMMAND=/usr/lib/update-notifier/package-system-locked]
['command', '[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]'],gkr-pam:
['[USR=root]', '[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:'],unlocked
['[TTY=unknown]', '[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked'],login
['[CWD=/home/intern]', '[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked', 'login'],keyring
['[COMMAND=/usr/lib/update-notifier/package-system-locked]', 'gkr-pam:', 'unlocked', 'login', 'keyring'],asked
['gkr-pam:', 'unlocked', 'login', 'keyring', 'asked'],to
['unlocked', 'login', 'keyring', 'asked', 'to'],register
['login', 'keyring', 'asked', 'to', 'register'],item
['keyring', 'asked', 'to', 'register', 'item'],/org/freedesktop/secrets/collection/login/1,
['asked', 'to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,'],but
['to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but'],it's
['register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's"],already
['item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already'],registered
['/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already', 'registered'],asked
['but', "it's", 'already', 'registered', 'asked'],to
["it's", 'already', 'registered', 'asked', 'to'],register
['already', 'registered', 'asked', 'to', 'register'],item
['registered', 'asked', 'to', 'register', 'item'],/org/freedesktop/secrets/collection/login/1,
['asked', 'to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,'],but
['to', 'register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but'],it's
['register', 'item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's"],already
['item', '/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already'],registered
['/org/freedesktop/secrets/collection/login/1,', 'but', "it's", 'already', 'registered'],[system]
['but', "it's", 'already', 'registered', '[system]'],Failed
["it's", 'already', 'registered', '[system]', 'Failed'],to
['already', 'registered', '[system]', 'Failed', 'to'],activate
['registered', '[system]', 'Failed', 'to', 'activate'],service
['[system]', 'Failed', 'to', 'activate', 'service'],'org.bluez':
['Failed', 'to', 'activate', 'service', "'org.bluez':"],timed
['to', 'activate', 'service', "'org.bluez':", 'timed'],out
['activate', 'service', "'org.bluez':", 'timed', 'out'],(service_start_timeout=25000ms)
['service', "'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)'],pam_unix(cron:session):
["'org.bluez':", 'timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):'],session
['timed', 'out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session'],opened
['out', '(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session', 'opened'],for
['(service_start_timeout=25000ms)', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
['user', 'root', 'pam_unix(cron:session):', 'session', 'opened'],for
['root', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],gkr-pam:
['closed', 'for', 'user', 'root', 'gkr-pam:'],unlocked
['for', 'user', 'root', 'gkr-pam:', 'unlocked'],login
['user', 'root', 'gkr-pam:', 'unlocked', 'login'],keyring
['root', 'gkr-pam:', 'unlocked', 'login', 'keyring'],pam_unix(cron:session):
['gkr-pam:', 'unlocked', 'login', 'keyring', 'pam_unix(cron:session):'],session
['unlocked', 'login', 'keyring', 'pam_unix(cron:session):', 'session'],opened
['login', 'keyring', 'pam_unix(cron:session):', 'session', 'opened'],for
['keyring', 'pam_unix(cron:session):', 'session', 'opened', 'for'],user
['pam_unix(cron:session):', 'session', 'opened', 'for', 'user'],root
['session', 'opened', 'for', 'user', 'root'],by
['opened', 'for', 'user', 'root', 'by'],(uid=0)
['for', 'user', 'root', 'by', '(uid=0)'],pam_unix(cron:session):
['user', 'root', 'by', '(uid=0)', 'pam_unix(cron:session):'],session
['root', 'by', '(uid=0)', 'pam_unix(cron:session):', 'session'],closed
['by', '(uid=0)', 'pam_unix(cron:session):', 'session', 'closed'],for
['(uid=0)', 'pam_unix(cron:session):', 'session', 'closed', 'for'],user
['pam_unix(cron:session):', 'session', 'closed', 'for', 'user'],root
['session', 'closed', 'for', 'user', 'root'],pam_unix(cron:session):
['closed', 'for', 'user', 'root', 'pam_unix(cron:session):'],session
['for', 'user', 'root', 'pam_unix(cron:session):', 'session'],opened
